OBJECTID,Name & Size,Drive Time Start (MINUTES),Drive Time End (MINUTES),Facility: Name,Facility: DISTRICT,Facility: CountyNum,Facility: COUNTY,Facility: FeatureTyp,Facility: AccessType,Facility: O_PUBLIC,Facility: FEE,Facility: LATITUDE,Facility: LONGITUDE,Facility: Photo_1,Facility: Photo_2,Facility: Photo_3,Facility: Photo_4,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Shape_Length,Shape_Area,Sum TOTPOP_CY,Sum PCI_FY,Sum HISPPOP_CY,Sum NHSPWHT_CY
261,Mission Beach : 0 - 15,0,15,Mission Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.786061,-117.254473,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Mission_Beach_near_Belmont_Park_2013_09_29_8389.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Mission_Beach_near_Belmont_Park_2013_09_29_8403.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Mission_Beach_near_Belmont_Park_2013_09_29_8411.jpg, ,,0,0,1.77157182122253,0.0165771376492078,428016,17235660,92448,255071
262,Pacific Beach : 0 - 15,0,15,Pacific Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.79165,-117.255625,https://www.coastal.ca.gov/access-photos/16_san_diego/11_La_Jolla_to_Pacific_Beach/Pacific_Beach_at_Law_St_2013_09_29_8442.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/11_La_Jolla_to_Pacific_Beach/Pacific_Beach_at_Law_St_2013_09_29_8458.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/11_La_Jolla_to_Pacific_Beach/Pacific_Beach_at_Law_St_2013_09_29_8475.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/11_La_Jolla_to_Pacific_Beach/Pacific_Beach_at_Law_St_2013_09_29_8476.jpg,,0,0,1.57663688847714,0.0173617326003788,409653,16316507,76311,248052
263,Riviera Shores Access #2 : 0 - 15,0,15,Riviera Shores Access #2,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.787627,-117.240065,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Riviera_Shores_Access_2.JPG, , , ,,0,0,2.55397508992886,0.0245469308318319,617023,22336534,164382,325812
264,Riviera Shores Access #1 : 0 - 15,0,15,Riviera Shores Access #1,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.789489,-117.240618,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Riviera_Shores_Access_1.JPG, , , ,,0,0,2.46474436810544,0.0241930523471348,602720,22052269,158497,321238
265,Crown Point Shores : 0 - 15,0,15,Crown Point Shores,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.78413,-117.232516,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San_Diego/Crown_Point_Shores_SFS_2013_09_29_8371.jpg, , , ,,0,0,2.22318169210745,0.0235462715785205,605608,22108424,160595,321514
266,Sail Bay and Riviera Shores : 0 - 15,0,15,Sail Bay and Riviera Shores,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.788806,-117.246459,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Riviera_Shores_at_accessway_at_3750_Riviera_Dr_2013_09_29_8385.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/12_Mission_Beach_and_Mission_Bay_West/Riviera_Shores_near_Moorland_Dr_2013_09_29_8384.jpg, , ,,0,0,2.08581306606213,0.0203402329110663,479488,18621913,101847,278413
267,Fiesta Island : 0 - 15,0,15,Fiesta Island,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.780292,-117.219177,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Fiesta_Island_2008_03_22_0108.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Fiesta_Island_2008_03_22_0117.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Fiesta_Island_2013_09_29_8341.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Fiesta_Island_2013_09_29_8343.jpg,,0,0,0.668157008863862,0.00146413342166823,20498,793711,4193,12933
268,Tecolote Shores North : 0 - 15,0,15,Tecolote Shores North,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.775734,-117.209991,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Tecolote_Shores_North_2013_09_29_8351.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Tecolote_Shores_North_2013_09_29_8357.jpg, , ,,0,0,3.13894610618152,0.0337840341999788,883379,27065302,286297,399618
269,Playa Pacifica : 0 - 15,0,15,Playa Pacifica,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.781527,-117.210201,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Playa_Pacifica_2013_09_29_8359.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/13_Mission_Bay_East_and_Old_Town_San Diego/Playa_Pacifica_2013_09_29_8362.jpg, , ,,0,0,3.10051803937808,0.0311779220898295,794914,25576124,242972,378649
270,East Shore : 0 - 15,0,15,East Shore,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.784519,-117.208371, , , , ,,0,0,3.36886199882127,0.0335902874174329,847024,26721148,260751,397504
271,De Anza Cove : 0 - 15,0,15,De Anza Cove,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.797184,-117.213345, , , , ,,0,0,3.29288961349992,0.0334647290432719,847243,26673426,262122,396062
272,Tourmaline Surfing Park : 0 - 15,0,15,Tourmaline Surfing Park,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.805167,-117.262229, , , , ,,0,0,1.32263748070021,0.00968690956255481,208046,9713610,33965,139581
273,Hollywood Beach : 0 - 15,0,15,Hollywood Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.164478,-119.230387, , , , ,,0,0,1.7775740194513,0.01415642522604,280898,4009243,183143,66028
274,Hollywood Beach (North) : 0 - 15,0,15,Hollywood Beach (North),4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes, ,34.176698,-119.235708, , , , ,,0,0,1.74303630121841,0.0140938351702412,279926,3990892,182663,65642
275,Oxnard Shores : 0 - 15,0,15,Oxnard Shores,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.186317,-119.242043, , , , ,,0,0,1.61843808455764,0.0165231215767614,313113,4570076,199960,78415
276,Silver Strand Beach : 0 - 15,0,15,Silver Strand Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.154566,-119.222252,https://www.coastal.ca.gov/access-photos/13_ventura/06_Oxnard_area/Silver_Strand_Beach_2013_11_23_0557.jpg,https://www.coastal.ca.gov/access-photos/13_ventura/06_Oxnard_area/Silver_Strand_Beach_Anacapa_Is_behind_2013_11_23_0551.jpg, , ,,0,0,1.63379149467367,0.0143545850685824,275806,3767389,181611,62705
277,Silver Strand Beach (North) : 0 - 15,0,15,Silver Strand Beach (North),4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.157283,-119.224633, , , , ,,0,0,1.5800674719453,0.0151011771522475,285776,3970609,186142,66776
278,County Line Beach : 0 - 15,0,15,County Line Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.052479,-118.962172,https://www.coastal.ca.gov/access-photos/13_ventura/08_ Point_Mugu_to_Los_Angeles_Co_line/County_Line_Beach_2013_11_02_9074.jpg,https://www.coastal.ca.gov/access-photos/13_ventura/08_ Point_Mugu_to_Los_Angeles_Co_line/County_Line_Beach_2013_11_02_9090.jpg,https://www.coastal.ca.gov/access-photos/13_ventura/08_ Point_Mugu_to_Los_Angeles_Co_line/County_Line_Beach_2013_11_02_9101.jpg, ,,0,0,2.39338451148959,0.00802582672929993,8919,451483,1652,6474
279,Staircase Beach : 0 - 15,0,15,Staircase Beach,4_South Central Coast,12,Los Angeles,Physical Access,Beach Access,Yes,No,34.047352,-118.950246, , , , ,,0,0,2.33959448927561,0.00777443252530124,8173,457146,926,6530
280,Leo Carrillo State Park : 0 - 15,0,15,Leo Carrillo State Park,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.044943,-118.933525,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/Leo_Carrillo_State_Park_2007_09_15_0059.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/Leo_Carrillo_State_Park_2007_09_15_0060.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/Leo_Carrillo_State_Park_2013_11_02_9109.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/Leo_Carrillo_State_Park_2013_11_02_9123.jpg,,0,0,2.36650995339917,0.00708662272724969,7929,469384,711,6545
281,El Pescador State Beach : 0 - 15,0,15,El Pescador State Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.040611,-118.891986,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/El_Pescador_SB_THM_2008_02_29_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/El_Pescador_SB_THM_2008_02_29_2.jpg, , ,,0,0,1.82048600667036,0.00983869425425754,9985,625919,832,8288
282,La Piedra State Beach : 0 - 15,0,15,La Piedra State Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.039715,-118.887894,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/La_Piedra_SB_THM_2008_02_29_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/La_Piedra_SB_THM_2008_02_29_2.jpg, , ,,0,0,1.81360054374709,0.00985579180173824,10011,626748,832,8312
283,Nicholas Canyon County Beach : 0 - 15,0,15,Nicholas Canyon County Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.042934,-118.915565, , , , ,,0,0,1.93056715340084,0.0099319489285881,9895,616454,855,8184
284,El Matador State Beach : 0 - 15,0,15,El Matador State Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.038685,-118.874947,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/El_Matador_SB_THM_2008_02_29_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/El_Matador_SB_THM_2008_02_29_2.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/02_Leo_Carrillo_SP_to_Meyer_Memorial_Beaches/El_Matador_SB_THM_2008_02_29_3.jpg, ,,0,0,1.63556102331268,0.00965992675559268,9956,623574,823,8273
285,Lechuza Beach (Central Accessway) : 0 - 15,0,15,Lechuza Beach (Central Accessway),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.036893,-118.865705,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Lechuza_Beach_Central_Accessway_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Lechuza_Beach_Central_Accessway_2.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Lechuza_Beach_Central_Accessway_3.JPG,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Lechuza_Beach_at_Bunnie_Ln_2013_11_02_9144.jpg,,0,0,1.71686160670978,0.00978069381718708,10081,627469,832,8371
286,Lechuza Beach (East Accessway) : 0 - 15,0,15,Lechuza Beach (East Accessway),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.036336,-118.862264,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Lechuza_Beach_East_Accessway.jpg, , , ,,0,0,1.67245493380384,0.00925929487197553,9868,618776,807,8213
287,Lechuza Beach (West Accessway) : 0 - 15,0,15,Lechuza Beach (West Accessway),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.038345,-118.868718, , , , ,,0,0,1.83511269920729,0.0100017260003979,10243,632534,846,8492
288,Broad Beach (West Accessway) : 0 - 15,0,15,Broad Beach (West Accessway),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.0356,-118.856245,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Broad_Beach_West_Accessway_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Broad_Beach_West_Accessway_2.JPG,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Broad_Bch_Rd_turnoff_from_PCH_2007_03_04_0008.jpg, ,,0,0,2.00465664248701,0.00811466830377272,9773,606138,771,8158
289,Broad Beach (East Accessway) : 0 - 15,0,15,Broad Beach (East Accessway),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.034548,-118.85193,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Broad_Beach_East_Accessway_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Broad_Beach_East_Accessway_2.JPG,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Broad_Bch_Rd_turnoff_from_PCH_2007_03_04_0008.jpg, ,,0,0,1.95379547804753,0.00822832400081526,9968,613641,787,8312
290,Ormond Beach : 0 - 15,0,15,Ormond Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,No,34.137277,-119.186254, , , , ,,0,0,1.73954131270669,0.0181709903335842,230485,2369235,167219,35886
291,Thornhill Broome Beach : 0 - 15,0,15,Thornhill Broome Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,Yes,34.082996,-119.035834,https://www.coastal.ca.gov/access-photos/13_ventura/08_ Point_Mugu_to_Los_Angeles_Co_line/Shoreline_west_of_Thornhill_Broome_Beach_2013_11_02_9043.jpg, , , ,,0,0,2.83885847524133,0.00886872473504762,47396,541134,35385,5114
292,Sycamore Cove Beach : 0 - 15,0,15,Sycamore Cove Beach,4_South Central Coast,12,Ventura,Physical Access,Beach Access,Yes,Yes,34.069895,-119.012803,https://www.coastal.ca.gov/access-photos/13_ventura/08_ Point_Mugu_to_Los_Angeles_Co_line/Sycamore_Cove_2013_11_02_9045.jpg, , , ,,0,0,3.07348051662818,0.00804769035205596,29535,465936,20647,4677
293,Surf Railroad Depot : 0 - 15,0,15,Surf Railroad Depot,4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,Yes,No,34.682766,-120.605098, , , , ,,0,0,2.34476092698361,0.00641114428260058,37567,714909,20688,12152
294,Vandenberg Air Force Base Beach Access : 0 - 15,0,15,Vandenberg Air Force Base Beach Access,4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,Yes,No,34.680796,-120.607401,https://www.coastal.ca.gov/access-photos/12_santa_barbara/02_Santa_Maria_River_to_Jalama_Beach/Vandenberg_Air_Force_Base_Beach_Access_SFS_2013_11_23_0665.jpg, , , ,,0,0,2.34476092698361,0.00641114428260058,37567,714909,20688,12152
295,Vadenberg Air Force Base Fishing Access : 0 - 15,0,15,Vadenberg Air Force Base Fishing Access,4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,No,No,34.752637,-120.630457, , , , ,,0,0,0.731150891774341,0.00482377243949402,417,2815,88,228
296,Point Sal State Beach : 0 - 15,0,15,Point Sal State Beach,4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,Yes,No,34.901372,-120.654436, , , , ,,0,0,0.516714447944458,0.000550525256770301,58,477,40,13
297,Moonstone Boardwalk : 0 - 15,0,15,Moonstone Boardwalk,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.576018,-121.113764,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/03_Old_San_Simeon_to_Moonstone_Beach/Moonstone_Boardwalk_SFS_2013_05_17_4084.jpg, , , ,,0,0,2.34147088395881,0.00323672845118899,3851,182038,907,2792
298,Santa Rosa Creek Access : 0 - 15,0,15,Santa Rosa Creek Access,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.569595,-121.11085,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/04_Cambria_Area/Santa_Rosa_Creek_Access_SFS_2013_05_17_4088.jpg, , , ,,0,0,2.3397666194032,0.00322432139725894,3855,182059,908,2794
299,Stairway to Beach (San Simeon Acres) : 0 - 15,0,15,Stairway to Beach (San Simeon Acres),3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.614117,-121.147564,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/03_Old_San_Simeon_to_Moonstone_Beach/Pico_Ave_stair_2013_05_16_3892.jpg, , , ,,0,0,2.05012967039661,0.00283438176834252,3820,181005,900,2769
300,Path to Beach (San Simeon Acres) : 0 - 15,0,15,Path to Beach (San Simeon Acres),3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.612223,-121.145607, , , , ,,0,0,2.00374781618449,0.00279635364176754,3816,180879,899,2766
301,Sherwood Drive Access Point (Harvey St) : 0 - 15,0,15,Sherwood Drive Access Point (Harvey St),3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.543649,-121.094376, , , , ,,0,0,1.78943792010522,0.00257456490108696,3837,181556,903,2781
302,Sherwood Drive Access Point (Wedgewood St) : 0 - 15,0,15,Sherwood Drive Access Point (Wedgewood St),3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.547161,-121.097176,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/04_Cambria_Area/Sherwood_Dr_access_at_Wedgewood_2013_11_24_ 0801.jpg,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/04_Cambria_Area/Sherwood_Dr_access_at_Wedgewood_2013_11_24_0805.jpg, , ,,0,0,1.7978248814927,0.00258601368540772,3838,181626,903,2782
303,Coon Creek Beach : 0 - 15,0,15,Coon Creek Beach,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.259204,-120.894699,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/08_Morro_Bay_and_Montana_de_Oro_State_Park/Coon_Creek_Beach.jpg, , , ,,0,0,0.697766985989544,0.00116997021841062,7587,210358,1247,5604
304,Cave Landing Road Access : 0 - 15,0,15,Cave Landing Road Access,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.175954,-120.719077,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/09_Avila_Beach/Cave_Landing_Rd_2013_08_14_6359.jpg, , , ,,0,0,3.25228993919657,0.00917186545811831,75368,2000561,16014,52074
305,Olde Port Beach : 0 - 15,0,15,Olde Port Beach,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.177805,-120.748748,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/09_Avila_Beach/Olde_Port_Beach_2013_08_14_6322.jpg, , , ,,0,0,2.50150506011101,0.00680922921128632,55480,1599620,11033,39195
306,Avila Beach and Pier : 0 - 15,0,15,Avila Beach and Pier,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.178897,-120.734147,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/09_Avila_Beach/Avila_Beach_2005_08_30_0059.jpg,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/09_Avila_Beach/Avila_Beach_2013_08_14_6334.jpg,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/09_Avila_Beach/Avila_Beach_2013_08_14_6344.jpg, ,,0,0,2.74227992143473,0.00769318146669457,63393,1777327,12799,44481
307,Stairway at Cliffs Resort : 0 - 15,0,15,Stairway at Cliffs Resort,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.16595,-120.690093,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/10_Shell_Beach_to_Pismo_Beach/Stairway_at_Cliffs_Resort_1.jpg,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/10_Shell_Beach_to_Pismo_Beach/Stairway_at_Cliffs_Resort_2.jpg,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/10_Shell_Beach_to_Pismo_Beach/Stairway_at_Cliffs_Resort_3.jpg,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/10_Shell_Beach_to_Pismo_Beach/Stairway_at_Cliffs_Resort_5.jpg,,0,0,3.62228949775874,0.0230201569180826,103704,2576210,22060,70784
308,Ocean Eldwayen City Park : 0 - 15,0,15,Ocean Eldwayen City Park,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.156271,-120.677803,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/10_Shell_Beach_to_Pismo_Beach/Ocean_Eldwayen_City_Park_2013_08_14_6402.jpg,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/10_Shell_Beach_to_Pismo_Beach/Ocean_Eldwayen_City_Park_stair_nr_Morro_Ave_2013_08_14_6404.jpg, , ,,0,0,2.92870616381498,0.020223399740756,92263,2427232,19686,64059
309,Pismo Beach (Wadsworth Avenue) : 0 - 15,0,15,Pismo Beach (Wadsworth Avenue),3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.142326,-120.644531, , , , ,,0,0,3.01828504571693,0.0243339682394434,93553,2478371,21322,64199
310,Stairway at Shelter Cove Lodge : 0 - 15,0,15,Stairway at Shelter Cove Lodge,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.152076,-120.659068, , , , ,,0,0,3.45743450976171,0.0243514692363627,99971,2569802,22018,68824
311,Pismo Beach (Wilmar Avenue) : 0 - 15,0,15,Pismo Beach (Wilmar Avenue),3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.1466,-120.647913,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/11_Pismo_Beach_to_Oceano/Pismo_Beach_Wilmar_Avenue_SFS_2013_08_14_6422.jpg, , , ,,0,0,3.03019970802191,0.0212315991047465,86769,2352026,18967,60181
312,Pismo Beach (Addie Street) : 0 - 15,0,15,Pismo Beach (Addie Street),3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.135959,-120.641092, , , , ,,0,0,2.68966348035708,0.0232244445933441,76287,2092741,18508,51720
313,Morro Bay Access : 0 - 15,0,15,Morro Bay Access,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.320819,-120.848159, , , , ,,0,0,2.15935350474696,0.00520947553918679,23718,738616,3941,17487
314,Baywood Park Beach : 0 - 15,0,15,Baywood Park Beach,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.329689,-120.843712, , , , ,,0,0,2.40465097132639,0.00563656068809324,25649,767201,4616,17859
315,Morro Strand State Beach - Morro Rock : 0 - 15,0,15,Morro Strand State Beach - Morro Rock,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.371637,-120.864699,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/06_Morro_Bay/Surfing_n_of_Morro_Rock_2005_03_31_0088.jpg,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/05_Harmony_Headlands_to_Morro_Strand_SB/Morro_Strand_State_Beach_Morro_Rock_SFS_2013_05_17_4140.jpg, , ,,0,0,2.63038623221383,0.0049450691047489,26228,734133,5053,17426
316,North Point Natural Area : 0 - 15,0,15,North Point Natural Area,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.406135,-120.870702,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/05_Harmony_Headlands_to_Morro_Strand_SB/North_Point_Nat_Area_2006_03_13_0461.jpg, , , ,,0,0,3.48442824024781,0.00582869355252066,26534,739913,5104,17624
317,Path to Beach (Toro Lane) : 0 - 15,0,15,Path to Beach (Toro Lane),3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.404286,-120.868383, , , , ,,0,0,4.01279555178759,0.00645421598560907,29007,768772,5534,19266
318,Cayucos Beach : 0 - 15,0,15,Cayucos Beach,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.441582,-120.89613,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/05_Harmony_Headlands_to_Morro_Strand_SB/Cayucos_Bch_Pacific_Ave_accessway_2013_05_17_4127.jpg,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/05_Harmony_Headlands_to_Morro_Strand_SB/Cayucos_Bch_Pacific_Ave_accessway_2013_05_17_4130.jpg, , ,,0,0,3.06565667724814,0.00467930094430023,17346,590135,3016,12716
319,Morro Strand State Beach (Torro Creek Rd.) : 0 - 15,0,15,Morro Strand State Beach (Torro Creek Rd.),3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.415043,-120.874527, , , , ,,0,0,4.06872690198259,0.00646110038983886,27133,748633,5207,18022
320,Refugio State Beach : 0 - 15,0,15,Refugio State Beach,4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,Yes,Yes,34.463081,-120.070174,https://www.coastal.ca.gov/access-photos/12_santa_barbara/04_Arroyo_Hondo_to_Naples_Reef/Refugio_State_Beach_2005_08_31_0046.jpg,https://www.coastal.ca.gov/access-photos/12_santa_barbara/04_Arroyo_Hondo_to_Naples_Reef/Refugio_State_Beach_2005_08_31_0049.jpg,https://www.coastal.ca.gov/access-photos/12_santa_barbara/04_Arroyo_Hondo_to_Naples_Reef/Refugio_State_Beach_2005_08_31_0053.jpg,https://www.coastal.ca.gov/access-photos/12_santa_barbara/04_Arroyo_Hondo_to_Naples_Reef/Refugio_State_Beach_2005_09_28_0122.jpg,,0,0,2.3968357694684,0.00416072629515754,25165,624698,9024,11338
321,Bike Path (Refugio to El Capitan State Beaches) : 0 - 15,0,15,Bike Path (Refugio to El Capitan State Beaches),4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,Yes,No,34.462135,-120.051137, , , , ,,0,0,2.43713303728526,0.00485705966126993,48398,1089407,16348,23145
322,El Capitán State Beach : 0 - 15,0,15,El Capitán State Beach,4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,Yes,Yes,34.459321,-120.025783,https://www.coastal.ca.gov/access-photos/12_santa_barbara/04_Arroyo_Hondo_to_Naples_Reef/El_Capitan_State_Beach_2013_08_15_6522.jpg,https://www.coastal.ca.gov/access-photos/12_santa_barbara/04_Arroyo_Hondo_to_Naples_Reef/El_Capitan_State_Beach_2013_08_15_6524.jpg, , ,,0,0,2.50732473828445,0.00507529269541817,51422,1148157,17075,24901
