OBJECTID,Name & Size,Drive Time Start (MINUTES),Drive Time End (MINUTES),Facility: Name,Facility: DISTRICT,Facility: CountyNum,Facility: COUNTY,Facility: FeatureTyp,Facility: AccessType,Facility: O_PUBLIC,Facility: FEE,Facility: LATITUDE,Facility: LONGITUDE,Facility: Photo_1,Facility: Photo_2,Facility: Photo_3,Facility: Photo_4,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Shape_Length,Shape_Area,Sum PCI_FY,Sum HISPPOP_CY,Sum NHSPWHT_CY,Sum NHSPBLK_CY,Sum NHSPAI_CY,Sum NHSPASN_CY,Sum NHSPPI_CY,Sum NHSPOTH_CY,Sum NHSPMLT_CY,Sum TOTPOP_CY
455,Pirates Cove : 0 - 30,0,30,Pirates Cove,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.595166,-117.878073,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/Pirates_Cove_SFS_2013_09_25_7274.jpg, , , ,,0,0,5.01685303524433,0.127435163022576,77767814,1028501,1149452,45465,4778,569530,7670,4370,82009,2898041
456,Corona del Mar State Beach : 0 - 30,0,30,Corona del Mar State Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.594004,-117.876799,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/Corona_del_Mar_State_Beach_south_end_2013_09_25_7293.jpg,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/Corona_del_Mar_State_Beach_south_end_2013_09_25_7308.jpg,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/Corona_del_Mar_State_Beach_SFS_2013_09_25_7278.jpg, ,,0,0,4.91389657570629,0.126634227071512,77113028,1021443,1140487,44837,4752,566225,7623,4346,81413,2877223
457,Inspiration Point : 0 - 30,0,30,Inspiration Point,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.592329,-117.871383,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/Inspiration_Point_Corona_del_Mar_SB_SFS_2014_01_19_2164.jpg, , , ,,0,0,5.20100869972796,0.132623581855733,81163741,1055844,1199732,48278,4936,587100,7943,4539,85294,3000626
458,Little Corona del Mar Beach : 0 - 30,0,30,Little Corona del Mar Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.590144,-117.869376,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/Little_Corona_del_Mar_Beach_2007_09_19_0053.jpg, , , ,,0,0,4.93966801325797,0.130169985763978,79219269,1038779,1173089,46209,4841,574457,7755,4415,83376,2939479
459,Belmont Shore : 0 - 30,0,30,Belmont Shore,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.754287,-118.137766,https://www.coastal.ca.gov/access-photos/14_los_angeles/19_Belmont_Shore_to_Naples/Belmont_Shore_2008_06_05_0817.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/19_Belmont_Shore_to_Naples/Belmont_Shore_2008_06_05_0871.jpg, , ,,0,0,6.66572415175482,0.155798297417714,105887723,2692665,1142477,360255,9109,808913,22520,8931,108993,5162044
460,Belmont Shore (Granada Avenue) : 0 - 30,0,30,Belmont Shore (Granada Avenue),5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.756032,-118.139028, , , , ,,0,0,6.57930313812636,0.152818637111574,104213667,2678143,1121468,369620,9087,792499,22532,8939,107701,5117840
461,Bay Shore Walk : 0 - 30,0,30,Bay Shore Walk,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,33.751775,-118.128389, , , , ,,0,0,6.5877454308195,0.150781711280656,101798759,2591236,1106541,333419,8912,791445,22216,8533,105224,4975269
462,Alamitos Peninsula : 0 - 30,0,30,Alamitos Peninsula,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,33.749232,-118.126456, , , , ,,0,0,6.38495343033784,0.14057176360861,94460226,2399162,1038416,298216,8512,743135,21393,7756,98102,4621446
463,Seal Beach : 0 - 30,0,30,Seal Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.740726,-118.109428,https://www.coastal.ca.gov/access-photos/15_orange/02_Seal_Beach_and_Huntington_Harbour/Seal_Beach_at_1st_St_2013_09_25_7151.jpg,https://www.coastal.ca.gov/access-photos/15_orange/02_Seal_Beach_and_Huntington_Harbour/Seal_Beach_at_1st_St_2013_09_25_7152.jpg,https://www.coastal.ca.gov/access-photos/15_orange/02_Seal_Beach_and_Huntington_Harbour/Seal_Beach_at_1st_St_2013_09_25_7155.jpg, ,,0,0,7.15732151294303,0.169724536477673,114594344,2876485,1235963,371709,9492,869579,22800,9403,116068,5520671
464,Surfside Beach : 0 - 30,0,30,Surfside Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.723568,-118.079678, , , , ,,0,0,6.98892914470664,0.167976654680176,111199325,2691194,1231950,339971,9231,862440,22490,8984,114573,5289648
465,Sunset Beach : 0 - 30,0,30,Sunset Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.717868,-118.073476, , , , ,,0,0,6.79790735679543,0.158670076835045,104797040,2459543,1178552,297750,8735,831741,21567,8190,109109,4923097
466,Rockpile Beach : 0 - 30,0,30,Rockpile Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.543416,-117.790514,https://www.coastal.ca.gov/access-photos/15_orange/09_Laguna_Beach_North/Rockpile_Beach_SFS_2014_01_20_2698.jpg, , , ,,0,0,4.80594440627852,0.117887101564541,65087654,793817,979689,31877,3820,457559,5611,3577,69018,2349960
467,Children's Pool Beach : 0 - 30,0,30,Children's Pool Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.847549,-117.278884, , , , ,,0,0,6.99264143582406,0.109933437003728,56637136,659931,955427,117232,5643,291283,8178,4203,78066,2124495
468,La Jolla Cove : 0 - 30,0,30,La Jolla Cove,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.850307,-117.272371,https://www.coastal.ca.gov/access-photos/16_san_diego/09_Torrey_Pines_City_Beach_to_La_Jolla/La_Jolla_Cove_2013_09_27_7883.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/09_Torrey_Pines_City_Beach_to_La_Jolla/La_Jolla_Cove_2013_09_27_7896.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/09_Torrey_Pines_City_Beach_to_La_Jolla/La_Jolla_Cove_2013_09_27_7900.jpg, ,,0,0,7.11247818305943,0.104448923811379,55017087,619970,922825,114282,5441,283154,7861,4114,75363,2037154
469,Del Mar City Beach : 0 - 30,0,30,Del Mar City Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.969451,-117.269303, , , , ,,0,0,6.50065725440487,0.132095601148505,58866223,631214,1047609,100507,5819,281360,8291,4464,77958,2161517
470,Del Mar Shores Terrace Stairway : 0 - 30,0,30,Del Mar Shores Terrace Stairway,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.982084,-117.273045, , , , ,,0,0,6.79022000244443,0.139848043954658,61651599,701940,1107699,109427,6305,295449,9175,4675,83508,2323108
471,Seascape Sur Stairway : 0 - 30,0,30,Seascape Sur Stairway,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.985567,-117.273232,https://www.coastal.ca.gov/access-photos/16_san_diego/07_Solana_Beach_to_Del_Mar/Seascape_Sur_Stairway_SFS_2013_09_27_7778.jpg, , , ,,0,0,6.56086614536234,0.135327462599735,59937335,657984,1072280,103188,6013,285717,8699,4536,80031,2222980
472,Fletcher Cove Park : 0 - 30,0,30,Fletcher Cove Park,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.991246,-117.273769,https://www.coastal.ca.gov/access-photos/16_san_diego/06_Cardiff-by-the-Sea_and_Solana_Beach/Fletcher_Cove_Park_2013_09_27_7770.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/06_Cardiff-by-the-Sea_and_Solana_Beach/Fletcher_Cove_Park_2013_09_27_7772.jpg, , ,,0,0,6.7065959775169,0.133630520365508,59253032,648904,1061132,99943,5907,282523,8541,4485,78602,2194502
473,Tide Beach Park : 0 - 30,0,30,Tide Beach Park,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.997647,-117.275729, , , , ,,0,0,6.44471740632182,0.132412762824195,58694544,637325,1049954,98050,5831,280060,8431,4468,77574,2165945
474,Walkway to Beach (La Jolla) : 0 - 30,0,30,Walkway to Beach (La Jolla),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.852007,-117.260744, , , , ,,0,0,6.4628694241734,0.1452856377932,62251726,778663,1073216,126596,6345,320977,9081,4568,87154,2411972
475,La Jolla Shores Beach Park : 0 - 30,0,30,La Jolla Shores Beach Park,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.857615,-117.257105,https://www.coastal.ca.gov/access-photos/16_san_diego/09_Torrey_Pines_City_Beach_to_La_Jolla/La_Jolla_Shores_Beach_2013_09_27_7826.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/09_Torrey_Pines_City_Beach_to_La_Jolla/La_Jolla_Shores_Beach_2013_09_27_7831.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/09_Torrey_Pines_City_Beach_to_La_Jolla/La_Jolla_Shores_Beach_2013_09_27_7840.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/09_Torrey_Pines_City_Beach_to_La_Jolla/La_Jolla_Shores_Beach_kayak_lesson_2013_09_27_7858.jpg,,0,0,7.12511018345817,0.125960564282724,60197274,729314,1027690,122951,6051,308370,8756,4424,83658,2296332
476,Scripps Beach : 0 - 30,0,30,Scripps Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,Yes,32.865768,-117.254399, , , , ,,0,0,7.37798887325554,0.125164596231259,59805621,699962,1027485,120284,5987,301729,8509,4373,82306,2255724
477,Torrey Pines City Beach : 0 - 30,0,30,Torrey Pines City Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,32.877414,-117.250941,https://www.coastal.ca.gov/access-photos/16_san_diego/09_Torrey_Pines_City_Beach_to_La_Jolla/Torrey_Pines_City_Beach_accessway_off_La_Jolla_Farms_Road_2007_09_19_0010.jpg, , , ,,0,0,6.18359379769339,0.0964773653661729,51072107,486471,851767,93360,4628,253951,6272,3777,65579,1769388
478,Del Mar City Beach (17th Street) : 0 - 30,0,30,Del Mar City Beach (17th Street),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,Yes,32.962258,-117.268372,https://www.coastal.ca.gov/access-photos/16_san_diego/07_Solana_Beach_to_Del_Mar/Del_Mar_City_Beach_access_at_17th_Street_2013_09_27_7792.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/07_Solana_Beach_to_Del_Mar/Del_Mar_City_Beach_at_Powerhouse_Park_2013_09_27_7804.jpg, , ,,0,0,6.25230768964241,0.125210996583453,56639555,559097,996732,94053,5336,271371,7432,4268,73411,2015712
479,Swami's : 0 - 30,0,30,Swami's,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.034849,-117.291838,https://www.coastal.ca.gov/access-photos/16_san_diego/05_South_Carlsbad_and_Encinitas/Swamis_2013_09_27_7757.jpg, , , ,,0,0,6.73980936448224,0.120456900368794,52097385,531340,926246,72997,4840,249731,7048,3948,67609,1867536
480,San Elijo State Beach : 0 - 30,0,30,San Elijo State Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,Yes,33.021634,-117.284289,https://www.coastal.ca.gov/access-photos/16_san_diego/06_Cardiff-by-the-Sea_and_Solana_Beach/San_Elijo_SB_2013_09_27_7767.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/06_Cardiff-by-the-Sea_and_Solana_Beach/San_Elijo_State_Beach_2013_09_27_7765.jpg, , ,,0,0,6.51378226873909,0.127952754148083,55802766,578940,996382,87408,5308,265520,7840,4262,72953,2022544
481,Moonlight Beach : 0 - 30,0,30,Moonlight Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.047779,-117.297985,https://www.coastal.ca.gov/access-photos/16_san_diego/05_South_Carlsbad_and_Encinitas/Moonlight_Beach_2013_09_27_7749.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/05_South_Carlsbad_and_Encinitas/Moonlight_Beach_2013_09_27_7750.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/05_South_Carlsbad_and_Encinitas/Moonlight_Beach_2013_09_27_7753.jpg, ,,0,0,7.76461152047447,0.124484502965178,52636540,550654,939784,73971,4971,251860,7137,3998,68478,1904774
482,Encinitas Beach : 0 - 30,0,30,Encinitas Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.05897,-117.302908, , , , ,,0,0,6.68479559688543,0.116165521687089,47480689,450398,856431,53374,4391,229686,6333,3557,62150,1669742
483,Stone Steps Beach : 0 - 30,0,30,Stone Steps Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.05464,-117.301028, , , , ,,0,0,6.7668538319554,0.116645488164764,48880417,471140,879302,57968,4528,235599,6498,3675,63921,1726211
484,South Carlsbad State Beach : 0 - 30,0,30,South Carlsbad State Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,Yes,33.100857,-117.31879,https://www.coastal.ca.gov/access-photos/16_san_diego/04_Carlsbad/South_Carlsbad_State_Beach_at_end_of_Solamar_Dr_2013_09_27_7704.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/04_Carlsbad/South_Carlsbad_State_Beach_at_end_of_Solamar_Dr_2013_09_27_7704.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/04_Carlsbad/South_Carlsbad_State_Beach_campground_2013_09_27_7708.jpg, ,,0,0,7.65598796179989,0.126603411154107,40513759,406622,771426,43942,3860,213437,5906,3089,56076,1507956
485,Beacon's Beach (San Diego) : 0 - 30,0,30,Beacon's Beach (San Diego),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.065089,-117.305322,https://www.coastal.ca.gov/access-photos/16_san_diego/05_South_Carlsbad_and_Encinitas/Beacons_Beach_SFS_2013_09_27_7747.jpg, , , ,,0,0,6.67757576070331,0.118031220112164,47656894,453279,860886,53616,4410,230265,6344,3567,62368,1678233
486,Grandview Beach : 0 - 30,0,30,Grandview Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.076512,-117.309632,https://www.coastal.ca.gov/access-photos/16_san_diego/05_South_Carlsbad_and_Encinitas/Grandview_Beach_2013_09_27_7742.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/05_South_Carlsbad_and_Encinitas/Grandview_Beach_2013_09_27_7744.jpg, , ,,0,0,6.81472987448419,0.112785532162338,39656914,399715,749153,43540,3761,211526,5820,3049,55216,1474998
487,Oceanside City Beach (Wisconsin Avenue) : 0 - 30,0,30,Oceanside City Beach (Wisconsin Avenue),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,Yes,33.186021,-117.377323, , , , ,,0,0,8.15114831544005,0.110552968171262,24807864,324206,522005,21732,2668,89652,3957,1686,31569,1000450
488,South Oceanside Beach : 0 - 30,0,30,South Oceanside Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.172914,-117.365967,https://www.coastal.ca.gov/access-photos/16_san_diego/03_Oceanside/Buccaneer_Park_beach_2013_09_27_7620.jpg, , , ,,0,0,8.54272812083463,0.119216926051886,27737692,334270,575680,23945,2768,119940,4170,1887,35973,1102475
489,Carlsbad State Beach : 0 - 30,0,30,Carlsbad State Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.147743,-117.346371,https://www.coastal.ca.gov/access-photos/16_san_diego/04_Carlsbad/Carlsbad_State_Beach_near_Juniper_Avenue_2013_09_27_7632.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/04_Carlsbad/South_Carlsbad_State_Beach_2013_09_27_7714.jpg, , ,,0,0,7.92964802643098,0.12761650275422,32425226,359897,657617,29418,3119,175626,4877,2330,45061,1281997
490,Carlsbad City Beach (Cypress Ave.) : 0 - 30,0,30,Carlsbad City Beach (Cypress Ave.),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.161558,-117.356031, , , , ,,0,0,8.31389068474162,0.110338921305845,26246059,322075,545758,22907,2651,112580,4047,1830,34084,1049296
491,Carlsbad City Beach (Christiansen Way) : 0 - 30,0,30,Carlsbad City Beach (Christiansen Way),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.159167,-117.354105, , , , ,,0,0,9.00134000231057,0.108172301346766,25998584,320554,539168,22882,2640,112259,4049,1827,33920,1040422
492,Carlsbad City Beach (Beech Ave.) : 0 - 30,0,30,Carlsbad City Beach (Beech Ave.),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.159968,-117.354744, , , , ,,0,0,8.58577030401787,0.110045438933816,26277110,322284,545771,22996,2654,113301,4056,1834,34199,1050387
493,Carlsbad City Beach : 0 - 30,0,30,Carlsbad City Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.158471,-117.354261,https://www.coastal.ca.gov/access-photos/16_san_diego/04_Carlsbad/Carlsbad_City_Beach_at_end_of_Christiansen_Way_2013_09_27_7623.jpg, , , ,,0,0,8.69133878461047,0.109431062750523,26276560,322746,544160,23096,2663,113402,4067,1837,34281,1049453
494,Carlsbad City Beach (Grand Ave.) : 0 - 30,0,30,Carlsbad City Beach (Grand Ave.),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.158505,-117.353487, , , , ,,0,0,8.65012206540673,0.110311988891937,26590667,325006,548870,23381,2680,115241,4094,1851,34671,1059105
495,Carlsbad City Beach (Carlsbad Village Dr.) : 0 - 30,0,30,Carlsbad City Beach (Carlsbad Village Dr.),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.15736,-117.352602,https://www.coastal.ca.gov/access-photos/16_san_diego/04_Carlsbad/Carlsbad_City_Beach_Carlsbad_City_Drive_1.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/04_Carlsbad/Carlsbad_City_Beach_Carlsbad_City_Drive_2.jpg, , ,,0,0,8.79213424531352,0.114200667775465,27661255,332445,569505,24277,2755,123315,4192,1906,36250,1098307
496,Oceanside City Beach (Surfrider Way) : 0 - 30,0,30,Oceanside City Beach (Surfrider Way),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.196821,-117.386494, , , , ,,0,0,8.67455258668524,0.114708398748975,24475530,324674,518786,21633,2724,82741,3954,1640,31031,990079
497,Oceanside City Beach : 0 - 30,0,30,Oceanside City Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.195272,-117.385178,https://www.coastal.ca.gov/access-photos/16_san_diego/03_Oceanside/Oceanside_City_Beach_end_of_Surfrider_Way_2013_09_27_7609.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/03_Oceanside/Oceanside_City_Beach_SFS_2013_09_27_7608.jpg, , ,,0,0,8.61257312835819,0.114608990991828,24454624,324537,518322,21624,2724,82555,3954,1639,31009,989243
498,Harbor Beach (Oceanside) : 0 - 30,0,30,Harbor Beach (Oceanside),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,Yes,33.205538,-117.394544, , , , ,,0,0,8.13302005810233,0.11455386529947,24566056,325390,517982,21499,2761,78352,3958,1616,30703,985091
499,Old Piedras Blancas Motel : 0 - 30,0,30,Old Piedras Blancas Motel,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.687219,-121.288564, , , , ,,0,0,3.26007246240565,0.00418533865191621,182641,909,2801,7,16,52,5,3,59,3874
500,Ragged Point Trail and Overlook : 0 - 30,0,30,Ragged Point Trail and Overlook,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.781016,-121.330686,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/02_Ragged_Point_to_Hearst_Castle/Ragged_Point_Trail_and_Overlook_2013_05_16_3884.jpg, , , ,,0,0,2.17858909058255,0.0029050414676225,120354,722,1756,4,9,33,4,2,42,2584
501,William R. Hearst Memorial Beach : 0 - 30,0,30,William R. Hearst Memorial Beach,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.643218,-121.188238,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/03_Old_San_Simeon_to_Moonstone_Beach/Hearst_Memorial_Beach_2013_11_24_0834.jpg, , , ,,0,0,4.4488632352163,0.00565978607133064,348224,1272,5190,15,22,125,6,5,142,6829
502,Orick Beach Access : 0 - 30,0,30,Orick Beach Access,1_North Coast,2,Humboldt,Physical Access,Beach Access,Yes,No,41.292668,-124.088969, , , , ,,0,0,6.52726005916184,0.0232135758387468,16908,37,474,1,54,4,0,0,26,614
503,Gold Bluffs Beach : 0 - 30,0,30,Gold Bluffs Beach,1_North Coast,2,Humboldt,Physical Access,Beach Access,Yes,Yes,41.396659,-124.067361, , , , ,,0,0,3.00012676229068,0.00986754314753421,4575,11,149,0,12,1,0,0,6,188
504,Wilson Creek  Beach : 0 - 30,0,30,Wilson Creek  Beach,1_North Coast,1,Del Norte,Physical Access,Beach Access,Yes,No,41.602533,-124.100755,https://www.coastal.ca.gov/access-photos/02_del_norte/06_crescent_beach_to_lagoon_creek/Wilson_Creek_Beach_SFS_2013_07_01_4845.jpg, , , ,,0,0,8.0720364425684,0.0423436920671141,291495,2736,11077,206,1235,698,21,40,795,16830
505,Enderts Beach : 0 - 30,0,30,Enderts Beach,1_North Coast,1,Del Norte,Physical Access,Beach Access,Yes,No,41.697389,-124.141337, , , , ,,0,0,6.94679865631512,0.0377511145353163,317330,4180,12376,756,1251,736,22,120,851,20318
506,Crescent Beach Picnic Areas : 0 - 30,0,30,Crescent Beach Picnic Areas,1_North Coast,1,Del Norte,Physical Access,Beach Access,Yes,No,41.72741,-124.15198, , , , ,,0,0,8.23585236085657,0.0434075466810879,326374,4308,12605,757,1301,738,22,122,868,20750
507,Garth's Beach : 0 - 30,0,30,Garth's Beach,1_North Coast,1,Del Norte,Physical Access,Beach Access,Yes,No,41.772465,-124.243469,https://www.coastal.ca.gov/access-photos/02_del_norte/04_crescent_city/Garths_Beach_SFS_2004_07_06_0052.JPG, , , ,,0,0,6.13546375563456,0.0445183816540729,345256,4397,13216,758,1295,740,22,125,872,21460
508,Point St. George Heritage Area : 0 - 30,0,30,Point St. George Heritage Area,1_North Coast,1,Del Norte,Physical Access,Beach Access,Yes,No,41.782673,-124.25256,https://www.coastal.ca.gov/access-photos/02_del_norte/03_smith_river_area/Pt_St_George_2004_07_06_0070b.jpg,https://www.coastal.ca.gov/access-photos/02_del_norte/02_northern_del_norte/Point_St_George_Heritage_Area_2013_07_01_4862.jpg, ,https://www.coastal.ca.gov/access-photos/02_del_norte/02_northern_del_norte/Point_St_George_SFS_2013_07_01_4863.jpg,,0,0,6.47955321324392,0.0348302364350623,320935,4251,12324,756,1208,716,22,125,823,20246
