OBJECTID,Name & Size,Drive Time Start (MINUTES),Drive Time End (MINUTES),Facility: Name,Facility: DISTRICT,Facility: CountyNum,Facility: COUNTY,Facility: FeatureTyp,Facility: AccessType,Facility: O_PUBLIC,Facility: FEE,Facility: LATITUDE,Facility: LONGITUDE,Facility: Photo_1,Facility: Photo_2,Facility: Photo_3,Facility: Photo_4,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Shape_Length,Shape_Area,Sum PCI_FY,Sum HISPPOP_CY,Sum NHSPWHT_CY,Sum NHSPBLK_CY,Sum NHSPAI_CY,Sum NHSPASN_CY,Sum NHSPPI_CY,Sum NHSPOTH_CY,Sum NHSPMLT_CY,Sum TOTPOP_CY
116,Path to Harbor 2 : 0 - 30,0,30,Path to Harbor 2,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.966422,-122.004892, , , , ,,0,0,8.41139734717854,0.0579146730007493,8604257,95510,139750,2411,790,11710,266,454,7828,259708
117,Harbor Beach (Santa Cruz) : 0 - 30,0,30,Harbor Beach (Santa Cruz),3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.962441,-122.000872,https://www.coastal.ca.gov/access-photos/09_santa_cruz/05_santa_cruz_harbor/Harbor_Beach_Santa_Cruz_SFS_2010_09_07_6816.jpg, , , ,,0,0,7.62436805000765,0.0608464955173788,8607310,100151,139343,2428,802,11668,275,465,7835,263924
118,Walton Lighthouse : 0 - 30,0,30,Walton Lighthouse,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.960688,-122.002216,https://www.coastal.ca.gov/access-photos/09_santa_cruz/05_santa_cruz_harbor/Walton_Lighthouse_and_Seabright_Beach_2013_11_17_9842.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/05_santa_cruz_harbor/Santa_Cruz_Harbor_2010_09_07_6813.jpg, , ,,0,0,7.62436805000765,0.0608464955173788,8607310,100151,139343,2428,802,11668,275,465,7835,263924
119,Twin Lakes State Beach (12th Ave.) : 0 - 30,0,30,Twin Lakes State Beach (12th Ave.),3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.961194,-121.995603, , , , ,,0,0,7.94763714806169,0.0542491697985185,8362821,95276,136195,2402,786,11508,265,452,7706,255439
120,Stairway to Harbor : 0 - 30,0,30,Stairway to Harbor,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.970979,-121.99929, , , , ,,0,0,8.35368590903761,0.0619040709400094,8750488,102163,141134,2432,804,11840,276,467,7899,268073
121,Stairway and Ramp to Harbor : 0 - 30,0,30,Stairway and Ramp to Harbor,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.972096,-122.000677, , , , ,,0,0,8.05747754806842,0.0596646226093841,8600869,100948,138956,2426,800,11693,275,465,7824,264372
122,Marina State Beach (Lake Drive) : 0 - 30,0,30,Marina State Beach (Lake Drive),3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.683108,-121.809585, , , , ,,0,0,8.17491171374243,0.105496588689968,8951535,245981,123238,7972,1133,24297,1729,575,10148,415816
123,Sanctuary Beach Resort : 0 - 30,0,30,Sanctuary Beach Resort,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.699621,-121.805732, , , , ,,0,0,8.19425719277589,0.115031637868485,9896148,254320,138004,8176,1206,25205,1752,599,10889,441000
124,Marina State Beach : 0 - 30,0,30,Marina State Beach,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.698506,-121.80923,https://www.coastal.ca.gov/access-photos/10_monterey/03_salinas_river_to_sand_city/Marina_State_Beach_2013_11_25_1114.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/03_salinas_river_to_sand_city/Marina_State_Beach_2013_11_25_1141.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/03_salinas_river_to_sand_city/Marina_State_Beach_2013_11_25_1144.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/03_salinas_river_to_sand_city/Marina_State_Beach_2013_11_25_1146.jpg,,0,0,7.99551259671198,0.113815973438151,9798275,253542,136613,8156,1204,25129,1751,597,10818,438627
125,Zmudowski State Beach : 0 - 30,0,30,Zmudowski State Beach,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.836354,-121.802659, , , , ,,0,0,7.2127443096977,0.0811469602625421,10417912,252363,149660,8455,1303,24864,1739,652,11798,451685
126,Boardwalk to Beach (Sandholdt Rd.) : 0 - 30,0,30,Boardwalk to Beach (Sandholdt Rd.),3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.803083,-121.787503, , , , ,,0,0,9.21025673719863,0.109907347357451,12995934,273335,185837,9293,1516,28423,1871,752,13682,515714
127,Path to Beach (Sandholdt Rd.) : 0 - 30,0,30,Path to Beach (Sandholdt Rd.),3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.804217,-121.787252, , , , ,,0,0,8.91824574890202,0.107443437258741,12810958,269484,182911,9221,1502,27996,1862,744,13501,508174
128,Moss Landing State Beach : 0 - 30,0,30,Moss Landing State Beach,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.814242,-121.791112, , , , ,,0,0,9.8118278114047,0.114789170715444,14030966,278671,204152,9653,1592,30190,1921,821,14737,542812
129,Manresa State Beach (Oceanview Drive) : 0 - 30,0,30,Manresa State Beach (Oceanview Drive),3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.9294,-121.859605, , , , ,,0,0,7.4873942945592,0.0704958057638271,8817066,120957,141885,3188,860,14027,522,498,8718,291674
130,Pleasure Point Parkway : 0 - 30,0,30,Pleasure Point Parkway,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.955821,-121.971973,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Pleasure_Point_2013_11_17_0021.jpg, , , ,,0,0,7.99422595626483,0.0530173660703234,8409607,101584,135494,2377,790,11457,269,460,7655,260962
131,Pleasure Point Beach : 0 - 30,0,30,Pleasure Point Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.955671,-121.971729,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Pleasure_Point_2013_11_17_0030.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Pleasure_Point_Beach_SFS_2011_05_01_9499.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Pleasure_Point_Beach_SFS_2011_05_01_9539.jpg, ,,0,0,8.06684430980914,0.053061320322534,8411984,101710,135524,2377,790,11459,269,460,7656,261135
132,Pleasure Point Beach (36th Ave.) : 0 - 30,0,30,Pleasure Point Beach (36th Ave.),3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.95766,-121.969454, , , , ,,0,0,8.40911862619895,0.0564144027640922,8515080,104700,136820,2388,795,11561,274,465,7724,265686
133,Pleasure Point Beach (38th Ave.) : 0 - 30,0,30,Pleasure Point Beach (38th Ave.),3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.958846,-121.967272, , , , ,,0,0,7.85992838871383,0.0654464366330226,8718272,109461,140500,2478,812,11898,290,474,7942,274907
134,Pleasure Point Overlook : 0 - 30,0,30,Pleasure Point Overlook,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.960076,-121.965008, , , , ,,0,0,7.4868342286444,0.0707608173108892,8898517,112036,143172,2507,829,12081,300,481,8087,280610
135,Opal Cliffs Recreation District : 0 - 30,0,30,Opal Cliffs Recreation District,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,Yes,36.965564,-121.960959, , , , ,,0,0,7.65993468614289,0.0710534926910711,8923895,112145,143536,2507,829,12107,300,481,8100,281150
136,Capitola City Beach : 0 - 30,0,30,Capitola City Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.971644,-121.951342,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/Capitola_City_Bch_2010_05_26_5211.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/Capitola_City_Bch_2010_05_26_5216.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/Capitola_City_Beach_SFS_2012_10_17_2098.jpg, ,,0,0,8.91927415942844,0.0732894610062618,9076513,113343,145812,2539,833,12350,306,482,8220,285130
137,Hooper Beach : 0 - 30,0,30,Hooper Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.970913,-121.95395,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/Capitola_Hooper_Beach_2013_11_17_0088.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/Hooper_Beach_SFS_2012_10_17_2090.jpg, , ,,0,0,8.29702507402682,0.07238450248089,8994477,112867,144635,2522,832,12213,302,481,8160,283206
138,New Brighton State Beach : 0 - 30,0,30,New Brighton State Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,Yes,36.980244,-121.937537,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/New_Brighton_SB_2010_05_26_5233.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/New_Brighton_SB_2010_09_07_6722.jpg, , ,,0,0,9.09259851816092,0.0770671320064453,9300198,116337,149422,2674,860,12854,347,499,8511,292813
139,Hidden Beach County Park : 0 - 30,0,30,Hidden Beach County Park,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.960887,-121.887366, , , , ,,0,0,7.56286767382054,0.0639434429021322,8684779,114902,139269,2553,828,12221,330,480,8059,279627
140,Seacliff State Beach : 0 - 30,0,30,Seacliff State Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,Yes,36.972018,-121.914088,https://www.coastal.ca.gov/access-photos/09_santa_cruz/08_aptos_and_rio_del_mar/Seacliff_SB_2010_09_07_6736.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/08_aptos_and_rio_del_mar/Seacliff_SB_2010_09_07_6749.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/08_aptos_and_rio_del_mar/Seacliff_State_Beach_2013_11_17_0093.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/08_aptos_and_rio_del_mar/Seacliff_State_Beach_campground_2013_11_17_0100.jpg,,0,0,8.52874596982522,0.0729091292940035,9096577,117397,146186,2816,863,13027,398,502,8503,290848
141,Rio del Mar Beach : 0 - 30,0,30,Rio del Mar Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.968623,-121.9053,https://www.coastal.ca.gov/access-photos/09_santa_cruz/08_aptos_and_rio_del_mar/Rio_del_Mar_Bch_2010_06_11_5715.jpg, , , ,,0,0,8.56358384473766,0.0727529063353345,9096966,117956,146295,2892,866,13252,418,504,8576,291910
142,Stairway to Beach (Via Palo Alto) : 0 - 30,0,30,Stairway to Beach (Via Palo Alto),3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.954462,-121.883584, , , , ,,0,0,8.11100320630736,0.0659045142256133,8750850,116402,140383,2713,836,12681,378,488,8222,283122
143,Seascape Beach : 0 - 30,0,30,Seascape Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.951114,-121.881011, , , , ,,0,0,7.95783363596978,0.0717398147813714,8910281,121317,143372,3223,865,14142,536,501,8809,293819
144,Bodega Head : 0 - 30,0,30,Bodega Head,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.30014,-123.05976,https://www.coastal.ca.gov/access-photos/05_sonoma/07_bodega_bay/Bodega_Head_SFS_2013_12_07_1312.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/07_bodega_bay/Bodega_Head_SFS_2013_12_07_1316.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/07_bodega_bay/Bodega_Head_SFS_2013_12_07_1321.jpg, ,,0,0,5.05412804750858,0.0148651656488914,362853,657,4994,21,24,124,6,3,161,6043
145,Campbell Cove : 0 - 30,0,30,Campbell Cove,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.305436,-123.056745, , , , ,,0,0,4.27386598218121,0.0338613260774676,1219345,2602,18083,155,90,385,27,24,580,22062
146,Coleman Beach : 0 - 30,0,30,Coleman Beach,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.363601,-123.070119, , , , ,,0,0,4.57685979200737,0.0467450446466478,1587312,3537,23600,215,127,498,30,32,812,29001
147,Carmet Beach : 0 - 30,0,30,Carmet Beach,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.371881,-123.076008, , , , ,,0,0,4.92227394939525,0.0412001751372426,1372851,2856,20213,171,105,417,27,30,702,24644
148,Bodega Dunes Day-Use Area : 0 - 30,0,30,Bodega Dunes Day-Use Area,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,Yes,38.337679,-123.067194, , , , ,,0,0,4.63374994621077,0.0404531291742526,1454338,3302,21698,202,116,468,29,28,715,26696
149,Wright's Beach : 0 - 30,0,30,Wright's Beach,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,Yes,38.400206,-123.095112, , , , ,,0,0,6.32277624646001,0.0186530245946683,397361,657,5334,28,28,103,2,8,219,6463
150,Shell Beach (Sonoma) : 0 - 30,0,30,Shell Beach (Sonoma),2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.417267,-123.105583,https://www.coastal.ca.gov/access-photos/05_sonoma/06_sonoma_coast_state_park/Kortum_Trail_north_of_Shell_Beach_view_from_overlook_1370.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/06_sonoma_coast_state_park/Shell_Beach_Sonoma_Coast_SP_2004_06_10_0001.jpg, , ,,0,0,4.74403392858789,0.028593547484937,559981,948,7810,43,50,155,5,15,331,9463
151,Cascade Creek Trail : 0 - 30,0,30,Cascade Creek Trail,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.14532,-122.336165, , , , ,,0,0,5.63791492555398,0.0178784410488923,1386309,9124,26359,715,162,3354,83,104,1769,41893
152,Whaler's Cove (Pigeon Point) : 0 - 30,0,30,Whaler's Cove (Pigeon Point),2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.182546,-122.391772,https://www.coastal.ca.gov/access-photos/08_san_mateo/08_pigeon_point_to_ano_nuevo/Pigeon_Pt_Light_Station_Whalers_Cove_2010_08_23_6690.jpg, , , ,,0,0,5.40489906202443,0.0207001131230056,452524,2913,6993,70,15,572,11,11,303,11036
153,Pistachio Beach : 0 - 30,0,30,Pistachio Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.191675,-122.397923, , , , ,,0,0,5.35492006124778,0.0216154865282515,464674,3225,7071,65,17,535,9,13,306,11385
154,Gazos Creek Access : 0 - 30,0,30,Gazos Creek Access,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.167738,-122.361667,https://www.coastal.ca.gov/access-photos/08_san_mateo/08_pigeon_point_to_ano_nuevo/Gazos_Creek_Access_2010_06_10_5411.jpg, , , ,,0,0,5.99013535095068,0.0158683214809181,1017838,4811,16102,328,57,1732,44,54,857,24167
155,Bean Hollow State Beach : 0 - 30,0,30,Bean Hollow State Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.226694,-122.409634,https://www.coastal.ca.gov/access-photos/08_san_mateo/07_pescadero_state_beach_to_bean_hollow_state_beach/Pebble_Bch_nature_trail_at_Bean_Hollow_SB_2010_08_23_6648.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/07_pescadero_state_beach_to_bean_hollow_state_beach/Pebble_Bch_nature_trail_at_Bean_Hollow_SB_2010_08_23_6652.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/07_pescadero_state_beach_to_bean_hollow_state_beach/Pebble_Bch_north_part_at_Bean_Hollow_SB_2010_08_23_6628.jpg, ,,0,0,5.359716723189,0.0218173281347504,510564,3529,7240,51,15,503,10,15,314,11815
156,Pebble Beach (San Mateo County) : 0 - 30,0,30,Pebble Beach (San Mateo County),2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.23626,-122.415544,https://www.coastal.ca.gov/access-photos/08_san_mateo/07_pescadero_state_beach_to_bean_hollow_state_beach/Pebble_Bch_at_Bean_Hollow_SB_2010_11_14_8469.jpg, , , ,,0,0,5.33721793756433,0.0219726433062502,557686,3678,7681,52,16,530,10,16,335,12471
157,Seal Cove : 0 - 30,0,30,Seal Cove,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.519512,-122.513958,https://www.coastal.ca.gov/access-photos/08_san_mateo/04_montara_to_pillar_point_harbor/Seal_Cove_2011_06_02_9849.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/04_montara_to_pillar_point_harbor/Seal_Cove_Stairway_2010_08_06_6444.jpg, , ,,0,0,4.56519612136318,0.0498463294049018,40728489,211610,368090,36880,1731,390829,7618,3528,39857,1060727
158,Montara State Beach : 0 - 30,0,30,Montara State Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.546262,-122.513759,https://www.coastal.ca.gov/access-photos/08_san_mateo/04_montara_to_pillar_point_harbor/Montara_SB_2010_06_10_5382.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/04_montara_to_pillar_point_harbor/Montara_SB_2011_02_27_9286.jpg, , ,,0,0,4.56660416313583,0.0520421260888066,50817724,234922,467822,47960,2185,460715,8678,4219,48844,1275955
159,Cowell Ranch Beach : 0 - 30,0,30,Cowell Ranch Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.422206,-122.426383, , , , ,,0,0,5.08314791779782,0.0720206882348461,22299510,111741,235691,8400,682,158970,5886,1928,22591,546593
160,Arroyo Cañada Verde Beach : 0 - 30,0,30,Arroyo Cañada Verde Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.429794,-122.439725,https://www.coastal.ca.gov/access-photos/08_san_mateo/05_half_moon_bay/Arroyo_Canada_Verde_Bch_2010_06_10_5386.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/05_half_moon_bay/Arroyo_Canada_Verde_Bch_2010_06_10_5387.jpg, , ,,0,0,5.90715751989398,0.0531250451525594,20394651,90030,218541,7212,603,139240,5264,1679,20536,483685
161,Blufftop Coastal Park : 0 - 30,0,30,Blufftop Coastal Park,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.455168,-122.443944,https://www.coastal.ca.gov/access-photos/08_san_mateo/05_half_moon_bay/Blufftop_Coastal_Park_at_Half_Moon_Bay_2013_05_15_3656.jpg, , , ,,0,0,5.45572853193738,0.0601884424453669,23022249,123275,241732,9233,722,171114,6249,2058,23593,578767
162,Martin's Beach : 0 - 30,0,30,Martin's Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,No,No,37.376498,-122.404089, , , , ,,0,0,6.04684509718706,0.0503413003561396,13013846,44732,136081,3298,332,68815,2529,912,11797,268925
163,Dunes Beach : 0 - 30,0,30,Dunes Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.484381,-122.453554, , , , ,,0,0,5.87434202532587,0.0656287850445195,31892103,187121,309434,17553,1081,287247,7396,2854,32026,845683
164,Roosevelt Beach : 0 - 30,0,30,Roosevelt Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.488702,-122.456263, , , , ,,0,0,5.3493792053866,0.0640353105357989,30085954,175649,294601,16468,1037,273166,7181,2760,30602,802307
165,El Granada / Surfer's Beach : 0 - 30,0,30,El Granada / Surfer's Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.496172,-122.464256, , , , ,,0,0,5.11297732260805,0.0653104885595775,35562760,203451,335595,23198,1247,340102,8003,3138,35570,951106
166,Half Moon Bay State Beach / Francis Beach : 0 - 30,0,30,Half Moon Bay State Beach / Francis Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.465982,-122.446313, , , , ,,0,0,5.99205510969095,0.0629986405830939,24820870,146950,257014,10984,819,192063,6947,2276,25654,643638
167,Venice Beach : 0 - 30,0,30,Venice Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.479439,-122.451028, , , , ,,0,0,5.33264891581843,0.0631707253785546,27323837,161388,273852,15000,949,247220,6968,2586,28341,737189
168,Rockaway Beach : 0 - 30,0,30,Rockaway Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.609941,-122.497296,https://www.coastal.ca.gov/access-photos/08_san_mateo/03_pacifica/Rockaway_Bch_2013_05_15_3634.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/03_pacifica/Rockaway_Beach_SFS_2011_06_01_9769.jpg, , ,,0,0,5.40402693181237,0.0611281255686329,66721510,285371,613189,80055,2692,528221,10001,5180,61832,1587491
169,Rockaway Beach (Old County Road) : 0 - 30,0,30,Rockaway Beach (Old County Road),2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.608045,-122.497626,https://www.coastal.ca.gov/access-photos/08_san_mateo/03_pacifica/Rockaway_Bch_2011_06_01_9752.jpg, , , ,,0,0,5.08597267048833,0.0598814938855265,65312519,275956,599497,74857,2610,523643,9794,5080,60312,1552633
170,Mori Point : 0 - 30,0,30,Mori Point,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.619874,-122.496486,https://www.coastal.ca.gov/access-photos/08_san_mateo/03_pacifica/Mori_Pt_2010_04_15_4170.jpg, , , ,,0,0,5.68372319818302,0.0642321086441338,70208113,310467,647706,89320,2830,539817,10689,5417,65551,1673020
171,Sharp Park Beach : 0 - 30,0,30,Sharp Park Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.632026,-122.494356,https://www.coastal.ca.gov/access-photos/08_san_mateo/02_daly_city_north_pacifica/Sharp_Park_Bch_2010_04_15_4280.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/02_daly_city_north_pacifica/Sharp_Park_Beach_SFS_2010_04_15_4256.jpg, , ,,0,0,5.54386749082045,0.0637916329693233,69880436,308005,644780,88673,2824,538829,10609,5406,65234,1665513
172,Pacific Manor Beach : 0 - 30,0,30,Pacific Manor Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.654785,-122.493326,https://www.coastal.ca.gov/access-photos/08_san_mateo/02_daly_city_north_pacifica/Pacific_Manor_Bch_2010_04_15_4284.jpg, , , ,,0,0,5.99357336561308,0.0664381436704062,75879191,326299,693283,104781,3089,570102,11028,5882,71199,1787092
173,Greyhound Rock Access : 0 - 30,0,30,Greyhound Rock Access,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,37.080033,-122.265324,https://www.coastal.ca.gov/access-photos/09_santa_cruz/02_santa_cruz_county_north/Greyhound_Rock_2013_11_17_9720.jpg, , , ,,0,0,5.50025979124288,0.0258279845282274,3997013,24131,68116,1612,380,6953,182,242,4370,106299
174,Drakes Beach : 0 - 30,0,30,Drakes Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.027754,-122.961775,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/Drakes_Beach_2013_06_20_4444.jpg,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/Drakes_Beach_SFS_2013_06_20_4433.jpg, , ,,0,0,1.80939043435867,0.00290370490422905,118788,117,875,5,2,12,1,0,17,1044
175,South Beach : 0 - 30,0,30,South Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.047854,-122.987909,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/South_Beach_Point_Reyes_NS_2014_01_03_1997.jpg,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/South_Beach_PRNS_SFS_2013_06_20_4485.jpg, , ,,0,0,1.92388488974185,0.00303213811933574,122264,124,905,5,2,12,1,0,17,1082
176,Sculptured Beach : 0 - 30,0,30,Sculptured Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.010003,-122.845309,https://www.coastal.ca.gov/access-photos/06_marin/07_limantour_beach_olema_valley/Sculptured_Beach_SFS_2012_02_19_1171_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/07_limantour_beach_olema_valley/Sculptured_Beach_SFS_2012_02_19_1161_2.jpg,https://www.coastal.ca.gov/access-photos/06_marin/07_limantour_beach_olema_valley/Sculptured_Beach_SFS_2012_02_19_1156_3.jpg, ,,0,0,1.66914834257686,0.00370688526087558,124834,135,937,5,2,12,1,0,18,1127
177,Limantour Beach : 0 - 30,0,30,Limantour Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.026019,-122.886565,https://www.coastal.ca.gov/access-photos/06_marin/07_limantour_beach_olema_valley/Limantour_Beach_SFS_2012_02_19_1189_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/07_limantour_beach_olema_valley/Limantour_Beach_SFS_2012_02_19_1191_2.jpg, , ,,0,0,2.351406743606,0.00439000464948026,132435,145,1006,5,2,12,1,0,21,1215
178,Path to Shore 1 (Mesa Road) : 0 - 30,0,30,Path to Shore 1 (Mesa Road),2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.920708,-122.723352,https://www.coastal.ca.gov/access-photos/06_marin/08_bolinas/Path_to_shore_mile_marker_2.68_SFS_2015_06_29_3090_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/08_bolinas/Path_to_shore_mile_marker_2.68_SFS_2015_06_29_3089_2.jpg, , ,,0,0,1.98418112150651,0.00466550683757661,189003,213,1480,9,3,30,2,4,50,1809
179,Path to Shore 2 (Mesa Road) : 0 - 30,0,30,Path to Shore 2 (Mesa Road),2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.918229,-122.720148,https://www.coastal.ca.gov/access-photos/06_marin/08_bolinas/Path_to_shore_451_Mesa_Rd_SFS_2015_06_29_3056_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/08_bolinas/Path_to_shore_451_Mesa_Rd_SFS_2015_06_29_3057_2.jpg, , ,,0,0,1.90746114727512,0.00565759214785035,195578,229,1532,9,3,30,2,4,51,1877
180,Bolinas Beach : 0 - 30,0,30,Bolinas Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.905149,-122.684557,https://www.coastal.ca.gov/access-photos/06_marin/08_bolinas/Bolinas_Beach_end_of_Brighton_2013_10_26_8622.jpg,https://www.coastal.ca.gov/access-photos/06_marin/08_bolinas/Bolinas_Beach_end_of_Brighton_2013_10_26_8617.jpg,Bolinas_Beach_end_of_Brighton_2013_10_26_8623.jpg, ,,0,0,2.13904067802766,0.00594953621133656,210248,236,1629,9,3,33,2,4,54,1990
181,Ocean Beach (Sloat Blvd.) : 0 - 30,0,30,Ocean Beach (Sloat Blvd.),2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.735436,-122.507384, , , , ,,0,0,6.90108239015234,0.0510177622583941,73455277,289734,668819,98919,2941,551234,9741,5741,67524,1695743
